Wikidata_URI15	id	city_name	DBpedia_URI	rating	label	DBpedia_URI15	YAGO_URI15
http://www.wikidata.org/entity/Q49227	41.0	Winston Salem	http://dbpedia.org/resource/Winston_Salem	101.0	high	http://dbpedia.org/resource/Winston-Salem,_North_Carolina	http://yago-knowledge.org/resource/Winston-Salem,_North_Carolina
http://www.wikidata.org/entity/Q65	42.0	Los Angeles	http://dbpedia.org/resource/Los_Angeles	101.0	high	http://dbpedia.org/resource/Los_Angeles	http://yago-knowledge.org/resource/Los_Angeles
http://www.wikidata.org/entity/Q38283	43.0	Yokohama	http://dbpedia.org/resource/Yokohama	101.0	high	http://dbpedia.org/resource/Yokohama	http://yago-knowledge.org/resource/Yokohama
http://www.wikidata.org/entity/Q334	44.0	Singapore	http://dbpedia.org/resource/Singapore	100.5	high	http://dbpedia.org/resource/Singapore	http://yago-knowledge.org/resource/Singapore
http://www.wikidata.org/entity/Q61	45.0	Washington Dc	http://dbpedia.org/resource/Washington_Dc	100.5	high	http://dbpedia.org/resource/Washington,_D.C.	http://yago-knowledge.org/resource/Washington,_D.C.
http://www.wikidata.org/entity/Q1342	46.0	Pittsburgh	http://dbpedia.org/resource/Pittsburgh	100.0	high	http://dbpedia.org/resource/Pittsburgh	http://yago-knowledge.org/resource/Pittsburgh
http://www.wikidata.org/entity/Q1297	47.0	Chicago	http://dbpedia.org/resource/Chicago	100.0	high	http://dbpedia.org/resource/Chicago	http://yago-knowledge.org/resource/Chicago
http://www.wikidata.org/entity/Q100	48.0	Boston	http://dbpedia.org/resource/Boston	100.0	high	http://dbpedia.org/resource/Boston	http://yago-knowledge.org/resource/Boston
http://www.wikidata.org/entity/Q2807	49.0	Madrid	http://dbpedia.org/resource/Madrid	100.0	high	http://dbpedia.org/resource/Madrid	http://yago-knowledge.org/resource/Madrid
http://www.wikidata.org/entity/Q1384	50.0	New York	http://dbpedia.org/resource/New_York	100.0	high	http://dbpedia.org/resource/New_York	http://yago-knowledge.org/resource/New_York
http://www.wikidata.org/entity/Q36091	51.0	Minneapolis	http://dbpedia.org/resource/Minneapolis	99.0	high	http://dbpedia.org/resource/Minneapolis	http://yago-knowledge.org/resource/Minneapolis
http://www.wikidata.org/entity/Q182972	52.0	Portland	http://dbpedia.org/resource/Portland	99.0	high	http://dbpedia.org/resource/Portland	
http://www.wikidata.org/entity/Q35765	53.0	Osaka	http://dbpedia.org/resource/Osaka	99.0	high	http://dbpedia.org/resource/Osaka	http://yago-knowledge.org/resource/Osaka
http://www.wikidata.org/entity/Q11751	54.0	Nagoya	http://dbpedia.org/resource/Nagoya	99.0	high	http://dbpedia.org/resource/Nagoya	
http://www.wikidata.org/entity/Q4093	55.0	Glasgow	http://dbpedia.org/resource/Glasgow	99.0	high	http://dbpedia.org/resource/Glasgow	http://yago-knowledge.org/resource/Glasgow
http://www.wikidata.org/entity/Q38022	56.0	St. Louis	http://dbpedia.org/resource/St._Louis	98.5	high	http://dbpedia.org/resource/St._Louis	
http://www.wikidata.org/entity/Q16555	57.0	Houston	http://dbpedia.org/resource/Houston	98.5	high	http://dbpedia.org/resource/Houston	http://yago-knowledge.org/resource/Houston
http://www.wikidata.org/entity/Q273863	58.0	Tsukuba	http://dbpedia.org/resource/Tsukuba	98.5	high	http://dbpedia.org/resource/Tsukuba,_Ibaraki	http://yago-knowledge.org/resource/Tsukuba,_Ibaraki
http://www.wikidata.org/entity/Q37320	59.0	Cleveland	http://dbpedia.org/resource/Cleveland	98.0	high	http://dbpedia.org/resource/Cleveland	http://yago-knowledge.org/resource/Cleveland
http://www.wikidata.org/entity/Q2256	60.0	Birmingham	http://dbpedia.org/resource/Birmingham	98.0	high	http://dbpedia.org/resource/Birmingham	http://yago-knowledge.org/resource/Birmingham
http://www.wikidata.org/entity/Q1492	61.0	Barcelona	http://dbpedia.org/resource/Barcelona	97.0	high	http://dbpedia.org/resource/Barcelona	http://yago-knowledge.org/resource/Barcelona
http://www.wikidata.org/entity/Q597	62.0	Lisbon	http://dbpedia.org/resource/Lisbon	96.5	high	http://dbpedia.org/resource/Lisbon	http://yago-knowledge.org/resource/Lisbon
http://www.wikidata.org/entity/Q174262	63.0	St. Peter Port	http://dbpedia.org/resource/St._Peter_Port	96.5	high	http://dbpedia.org/resource/Saint_Peter_Port	http://yago-knowledge.org/resource/Saint_Peter_Port
http://www.wikidata.org/entity/Q8652	64.0	Miami	http://dbpedia.org/resource/Miami	96.5	high	http://dbpedia.org/resource/Miami	http://yago-knowledge.org/resource/Miami
http://www.wikidata.org/entity/Q12439	65.0	Detroit	http://dbpedia.org/resource/Detroit	96.0	high	http://dbpedia.org/resource/Detroit	http://yago-knowledge.org/resource/Detroit
http://www.wikidata.org/entity/Q26410	66.0	Yokkaichi	http://dbpedia.org/resource/Yokkaichi	96.0	high	http://dbpedia.org/resource/Yokkaichi,_Mie	http://yago-knowledge.org/resource/Yokkaichi,_Mie
http://www.wikidata.org/entity/Q490	67.0	Milan	http://dbpedia.org/resource/Milan	96.0	high	http://dbpedia.org/resource/Milan	http://yago-knowledge.org/resource/Milan
http://www.wikidata.org/entity/Q7090810	68.0	Omuta	http://dbpedia.org/resource/Omuta	94.5	medium	http://dbpedia.org/resource/Omuta	
http://www.wikidata.org/entity/Q6378236	69.0	Katsuyama	http://dbpedia.org/resource/Katsuyama	93.0	medium	http://dbpedia.org/resource/Katsuyama	
http://www.wikidata.org/entity/Q8646	70.0	Hong Kong	http://dbpedia.org/resource/Hong_Kong	93.0	medium	http://dbpedia.org/resource/Hong_Kong	http://yago-knowledge.org/resource/Hong_Kong
http://www.wikidata.org/entity/Q220	71.0	Rome	http://dbpedia.org/resource/Rome	93.0	medium	http://dbpedia.org/resource/Rome	http://yago-knowledge.org/resource/Rome
http://www.wikidata.org/entity/Q1335	72.0	Montevideo	http://dbpedia.org/resource/Montevideo	92.5	medium	http://dbpedia.org/resource/Montevideo	http://yago-knowledge.org/resource/Montevideo
http://www.wikidata.org/entity/Q1320747	73.0	San Juan	http://dbpedia.org/resource/San_Juan	92.5	medium	http://dbpedia.org/resource/San_Juan	
http://www.wikidata.org/entity/Q1486	74.0	Buenos Aires	http://dbpedia.org/resource/Buenos_Aires	91.5	medium	http://dbpedia.org/resource/Buenos_Aires	http://yago-knowledge.org/resource/Buenos_Aires
http://www.wikidata.org/entity/Q1781	75.0	Budapest	http://dbpedia.org/resource/Budapest	91.0	medium	http://dbpedia.org/resource/Budapest	http://yago-knowledge.org/resource/Budapest
http://www.wikidata.org/entity/Q2079	76.0	Leipzig	http://dbpedia.org/resource/Leipzig	89.5	medium	http://dbpedia.org/resource/Leipzig	http://yago-knowledge.org/resource/Leipzig
http://www.wikidata.org/entity/Q1085	77.0	Prague	http://dbpedia.org/resource/Prague	88.5	medium	http://dbpedia.org/resource/Prague	http://yago-knowledge.org/resource/Prague
http://www.wikidata.org/entity/Q33935	78.0	Tel Aviv	http://dbpedia.org/resource/Tel_Aviv	86.0	medium	http://dbpedia.org/resource/Tel_Aviv	http://yago-knowledge.org/resource/Tel_Aviv
http://www.wikidata.org/entity/Q1218	79.0	Jerusalem	http://dbpedia.org/resource/Jerusalem	85.5	medium	http://dbpedia.org/resource/Jerusalem	http://yago-knowledge.org/resource/Jerusalem
http://www.wikidata.org/entity/Q3929	80.0	Port Louis	http://dbpedia.org/resource/Port_Louis	85.0	medium	http://dbpedia.org/resource/Port_Louis	http://yago-knowledge.org/resource/Port_Louis
http://www.wikidata.org/entity/Q1867	81.0	Taipei	http://dbpedia.org/resource/Taipei	85.0	medium	http://dbpedia.org/resource/Taipei	http://yago-knowledge.org/resource/Taipei
http://www.wikidata.org/entity/Q5465	82.0	Cape Town	http://dbpedia.org/resource/Cape_Town	84.5	medium	http://dbpedia.org/resource/Cape_Town	http://yago-knowledge.org/resource/Cape_Town
http://www.wikidata.org/entity/Q1865	83.0	Kuala Lumpur	http://dbpedia.org/resource/Kuala_Lumpur	84.0	medium	http://dbpedia.org/resource/Kuala_Lumpur	http://yago-knowledge.org/resource/Kuala_Lumpur
http://www.wikidata.org/entity/Q185632	84.0	Limassol	http://dbpedia.org/resource/Limassol	83.5	medium	http://dbpedia.org/resource/Limassol	http://yago-knowledge.org/resource/Limassol
http://www.wikidata.org/entity/Q1524	85.0	Athens	http://dbpedia.org/resource/Athens	83.5	medium	http://dbpedia.org/resource/Athens	http://yago-knowledge.org/resource/Athens
http://www.wikidata.org/entity/Q437	86.0	Ljubljana	http://dbpedia.org/resource/Ljubljana	83.0	medium	http://dbpedia.org/resource/Ljubljana	http://yago-knowledge.org/resource/Ljubljana
http://www.wikidata.org/entity/Q2887	87.0	Santiago	http://dbpedia.org/resource/Santiago	83.0	medium	http://dbpedia.org/resource/Santiago	http://yago-knowledge.org/resource/Santiago
http://www.wikidata.org/entity/Q270	88.0	Warsaw	http://dbpedia.org/resource/Warsaw	83.0	medium	http://dbpedia.org/resource/Warsaw	http://yago-knowledge.org/resource/Warsaw
http://www.wikidata.org/entity/Q34647	89.0	Johannesburg	http://dbpedia.org/resource/Johannesburg	83.0	medium	http://dbpedia.org/resource/Johannesburg	http://yago-knowledge.org/resource/Johannesburg
http://www.wikidata.org/entity/Q216	90.0	Vilnius	http://dbpedia.org/resource/Vilnius	82.0	medium	http://dbpedia.org/resource/Vilnius	http://yago-knowledge.org/resource/Vilnius
http://www.wikidata.org/entity/Q1773	91.0	Riga	http://dbpedia.org/resource/Riga	82.0	medium	http://dbpedia.org/resource/Riga	http://yago-knowledge.org/resource/Riga
http://www.wikidata.org/entity/Q3306	92.0	Panama City	http://dbpedia.org/resource/Panama_City	81.5	medium	http://dbpedia.org/resource/Panama_City	http://yago-knowledge.org/resource/Panama_City
http://www.wikidata.org/entity/Q8684	93.0	Seoul	http://dbpedia.org/resource/Seoul	81.5	medium	http://dbpedia.org/resource/Seoul	http://yago-knowledge.org/resource/Seoul
http://www.wikidata.org/entity/Q406	94.0	Istanbul	http://dbpedia.org/resource/Istanbul	81.5	medium	http://dbpedia.org/resource/Istanbul	http://yago-knowledge.org/resource/Istanbul
http://www.wikidata.org/entity/Q125434	95.0	Port Elizabeth	http://dbpedia.org/resource/Port_Elizabeth	81.0	medium	http://dbpedia.org/resource/Port_Elizabeth	http://yago-knowledge.org/resource/Port_Elizabeth
http://www.wikidata.org/entity/Q173718	96.0	San Jose	http://dbpedia.org/resource/San_Jose	80.5	medium	http://dbpedia.org/resource/San_José	
http://www.wikidata.org/entity/Q613	97.0	Dubai	http://dbpedia.org/resource/Dubai	80.0	medium	http://dbpedia.org/resource/Dubai	http://yago-knowledge.org/resource/Dubai
http://www.wikidata.org/entity/Q130800	98.0	Papeete	http://dbpedia.org/resource/Papeete	79.5	medium	http://dbpedia.org/resource/Papeete	http://yago-knowledge.org/resource/Papeete
http://www.wikidata.org/entity/Q3572	99.0	Tunis	http://dbpedia.org/resource/Tunis	79.5	medium	http://dbpedia.org/resource/Tunis	http://yago-knowledge.org/resource/Tunis
http://www.wikidata.org/entity/Q81033	100.0	Monterrey	http://dbpedia.org/resource/Monterrey	79.0	medium	http://dbpedia.org/resource/Monterrey	http://yago-knowledge.org/resource/Monterrey
http://www.wikidata.org/entity/Q1461	101.0	Manila	http://dbpedia.org/resource/Manila	79.0	medium	http://dbpedia.org/resource/Manila	
http://www.wikidata.org/entity/Q1519	102.0	Abu Dhabi	http://dbpedia.org/resource/Abu_Dhabi	79.0	medium	http://dbpedia.org/resource/Abu_Dhabi	http://yago-knowledge.org/resource/Abu_Dhabi
http://www.wikidata.org/entity/Q2844	103.0	Brasilia	http://dbpedia.org/resource/Brasilia	79.0	medium	http://dbpedia.org/resource/Brasília	
http://www.wikidata.org/entity/Q537094	104.0	Victoria	http://dbpedia.org/resource/Victoria	78.5	medium	http://dbpedia.org/resource/Victoria	
http://www.wikidata.org/entity/Q1770	105.0	Tallinn	http://dbpedia.org/resource/Tallinn	78.0	medium	http://dbpedia.org/resource/Tallinn	http://yago-knowledge.org/resource/Tallinn
http://www.wikidata.org/entity/Q9733	106.0	Noumea	http://dbpedia.org/resource/Noumea	78.0	medium	http://dbpedia.org/resource/Nouméa	
http://www.wikidata.org/entity/Q231318	107.0	Johor Baharu	http://dbpedia.org/resource/Johor_Baharu	76.5	medium	http://dbpedia.org/resource/Johor_Bahru	http://yago-knowledge.org/resource/Johor_Bahru
http://www.wikidata.org/entity/Q174	108.0	Sao Paulo	http://dbpedia.org/resource/Sao_Paulo	76.5	medium	http://dbpedia.org/resource/São_Paulo	
http://www.wikidata.org/entity/Q19660	109.0	Bucharest	http://dbpedia.org/resource/Bucharest	76.5	medium	http://dbpedia.org/resource/Bucharest	http://yago-knowledge.org/resource/Bucharest
http://www.wikidata.org/entity/Q2933	110.0	Asuncion	http://dbpedia.org/resource/Asuncion	76.0	medium	http://dbpedia.org/resource/Asunción	
http://www.wikidata.org/entity/Q8678	111.0	Rio De Janeiro	http://dbpedia.org/resource/Rio_De_Janeiro	76.0	medium	http://dbpedia.org/resource/Rio_de_Janeiro	http://yago-knowledge.org/resource/Rio_de_Janeiro
http://www.wikidata.org/entity/Q1861	112.0	Bangkok	http://dbpedia.org/resource/Bangkok	75.5	medium	http://dbpedia.org/resource/Bangkok	http://yago-knowledge.org/resource/Bangkok
http://www.wikidata.org/entity/Q2868	113.0	Lima	http://dbpedia.org/resource/Lima	75.5	medium	http://dbpedia.org/resource/Lima	http://yago-knowledge.org/resource/Lima
http://www.wikidata.org/entity/Q34820	114.0	Santo Domingo	http://dbpedia.org/resource/Santo_Domingo	75.5	medium	http://dbpedia.org/resource/Santo_Domingo	http://yago-knowledge.org/resource/Santo_Domingo
http://www.wikidata.org/entity/Q2900	115.0	Quito	http://dbpedia.org/resource/Quito	75.0	medium	http://dbpedia.org/resource/Quito	http://yago-knowledge.org/resource/Quito
http://www.wikidata.org/entity/Q3921	116.0	Harare	http://dbpedia.org/resource/Harare	75.0	medium	http://dbpedia.org/resource/Harare	http://yago-knowledge.org/resource/Harare
http://www.wikidata.org/entity/Q1780	117.0	Bratislava	http://dbpedia.org/resource/Bratislava	74.5	medium	http://dbpedia.org/resource/Bratislava	http://yago-knowledge.org/resource/Bratislava
http://www.wikidata.org/entity/Q35381	118.0	Colombo	http://dbpedia.org/resource/Colombo	74.0	medium	http://dbpedia.org/resource/Colombo	http://yago-knowledge.org/resource/Colombo
http://www.wikidata.org/entity/Q41278	119.0	Ulsan	http://dbpedia.org/resource/Ulsan	74.0	medium	http://dbpedia.org/resource/Ulsan	http://yago-knowledge.org/resource/Ulsan
http://www.wikidata.org/entity/Q472	120.0	Sofia	http://dbpedia.org/resource/Sofia	74.0	medium	http://dbpedia.org/resource/Sofia	http://yago-knowledge.org/resource/Sofia
http://www.wikidata.org/entity/Q85	121.0	Cairo	http://dbpedia.org/resource/Cairo	74.0	medium	http://dbpedia.org/resource/Cairo	http://yago-knowledge.org/resource/Cairo
http://www.wikidata.org/entity/Q1533	122.0	Caracas	http://dbpedia.org/resource/Caracas	73.5	medium	http://dbpedia.org/resource/Caracas	http://yago-knowledge.org/resource/Caracas
http://www.wikidata.org/entity/Q43509	123.0	Guayaquil	http://dbpedia.org/resource/Guayaquil	73.0	medium	http://dbpedia.org/resource/Guayaquil	http://yago-knowledge.org/resource/Guayaquil
http://www.wikidata.org/entity/Q7903	124.0	Casablanca	http://dbpedia.org/resource/Casablanca	73.0	medium	http://dbpedia.org/resource/Casablanca	http://yago-knowledge.org/resource/Casablanca
http://www.wikidata.org/entity/Q3882	125.0	Manama	http://dbpedia.org/resource/Manama	71.5	medium	http://dbpedia.org/resource/Manama	http://yago-knowledge.org/resource/Manama
http://www.wikidata.org/entity/Q1435	126.0	Zagreb	http://dbpedia.org/resource/Zagreb	71.0	medium	http://dbpedia.org/resource/Zagreb	http://yago-knowledge.org/resource/Zagreb
http://www.wikidata.org/entity/Q2841	127.0	Bogota	http://dbpedia.org/resource/Bogota	71.0	medium	http://dbpedia.org/resource/Bogotá	
http://www.wikidata.org/entity/Q1215730	128.0	Nassau	http://dbpedia.org/resource/Nassau	71.0	medium	http://dbpedia.org/resource/Nassau	
http://www.wikidata.org/entity/Q3805	129.0	Amman	http://dbpedia.org/resource/Amman	70.5	medium	http://dbpedia.org/resource/Amman	http://yago-knowledge.org/resource/Amman
http://www.wikidata.org/entity/Q35178	130.0	Kuwait City	http://dbpedia.org/resource/Kuwait_City	69.5	medium	http://dbpedia.org/resource/Kuwait_City	http://yago-knowledge.org/resource/Kuwait_City
http://www.wikidata.org/entity/Q1489	131.0	Mexico City	http://dbpedia.org/resource/Mexico_City	69.5	medium	http://dbpedia.org/resource/Mexico_City	http://yago-knowledge.org/resource/Mexico_City
http://www.wikidata.org/entity/Q919869	132.0	Kingston	http://dbpedia.org/resource/Kingston	69.0	medium	http://dbpedia.org/resource/Kingston	http://yago-knowledge.org/resource/Kingston
http://www.wikidata.org/entity/Q3761	133.0	Accra	http://dbpedia.org/resource/Accra	69.0	medium	http://dbpedia.org/resource/Accra	http://yago-knowledge.org/resource/Accra
http://www.wikidata.org/entity/Q40236	134.0	Manaus	http://dbpedia.org/resource/Manaus	68.5	medium	http://dbpedia.org/resource/Manaus	http://yago-knowledge.org/resource/Manaus
http://www.wikidata.org/entity/Q1015123	135.0	Rayong	http://dbpedia.org/resource/Rayong	67.5	medium	http://dbpedia.org/resource/Rayong	http://yago-knowledge.org/resource/Rayong
http://www.wikidata.org/entity/Q8686	136.0	Shanghai	http://dbpedia.org/resource/Shanghai	67.0	medium	http://dbpedia.org/resource/Shanghai	http://yago-knowledge.org/resource/Shanghai
http://www.wikidata.org/entity/Q1555	137.0	Guatemala City	http://dbpedia.org/resource/Guatemala_City	66.5	medium	http://dbpedia.org/resource/Guatemala_City	http://yago-knowledge.org/resource/Guatemala_City
http://www.wikidata.org/entity/Q188693	138.0	Blantyre	http://dbpedia.org/resource/Blantyre	66.5	medium	http://dbpedia.org/resource/Blantyre	http://yago-knowledge.org/resource/Blantyre
http://www.wikidata.org/entity/Q1491	139.0	La Paz	http://dbpedia.org/resource/La_Paz	66.0	medium	http://dbpedia.org/resource/La_Paz	http://yago-knowledge.org/resource/La_Paz
http://www.wikidata.org/entity/Q956	140.0	Beijing	http://dbpedia.org/resource/Beijing	65.5	medium	http://dbpedia.org/resource/Beijing	http://yago-knowledge.org/resource/Beijing
http://www.wikidata.org/entity/Q48278	141.0	Medellin	http://dbpedia.org/resource/Medellin	65.5	medium	http://dbpedia.org/resource/Medellín	
http://www.wikidata.org/entity/Q3870	142.0	Nairobi	http://dbpedia.org/resource/Nairobi	64.5	medium	http://dbpedia.org/resource/Nairobi	http://yago-knowledge.org/resource/Nairobi
http://www.wikidata.org/entity/Q3630	143.0	Jakarta	http://dbpedia.org/resource/Jakarta	64.0	medium	http://dbpedia.org/resource/Jakarta	http://yago-knowledge.org/resource/Jakarta
http://www.wikidata.org/entity/Q16572	144.0	Guangzhou	http://dbpedia.org/resource/Guangzhou	63.5	medium	http://dbpedia.org/resource/Guangzhou	http://yago-knowledge.org/resource/Guangzhou
http://www.wikidata.org/entity/Q3881	145.0	Lusaka	http://dbpedia.org/resource/Lusaka	63.5	medium	http://dbpedia.org/resource/Lusaka	http://yago-knowledge.org/resource/Lusaka
http://www.wikidata.org/entity/Q3825	146.0	Libreville	http://dbpedia.org/resource/Libreville	63.0	medium	http://dbpedia.org/resource/Libreville	http://yago-knowledge.org/resource/Libreville
http://www.wikidata.org/entity/Q1515	147.0	Abidjan	http://dbpedia.org/resource/Abidjan	63.0	medium	http://dbpedia.org/resource/Abidjan	http://yago-knowledge.org/resource/Abidjan
http://www.wikidata.org/entity/Q1256245	148.0	Santa Cruz	http://dbpedia.org/resource/Santa_Cruz	62.5	medium	http://dbpedia.org/resource/Santa_Cruz	
http://www.wikidata.org/entity/Q1362	149.0	Islamabad	http://dbpedia.org/resource/Islamabad	62.5	medium	http://dbpedia.org/resource/Islamabad	http://yago-knowledge.org/resource/Islamabad
http://www.wikidata.org/entity/Q3692	150.0	Riyadh	http://dbpedia.org/resource/Riyadh	62.0	medium	http://dbpedia.org/resource/Riyadh	http://yago-knowledge.org/resource/Riyadh
http://www.wikidata.org/entity/Q374365	151.0	Jeddah	http://dbpedia.org/resource/Jeddah	62.0	medium	http://dbpedia.org/resource/Jeddah	http://yago-knowledge.org/resource/Jeddah
http://www.wikidata.org/entity/Q3718	152.0	Dakar	http://dbpedia.org/resource/Dakar	62.0	medium	http://dbpedia.org/resource/Dakar	http://yago-knowledge.org/resource/Dakar
